annual_inc,home_ownership,int_rate
45000,OWN,.1786
105000,MORTGAGE,.1714
32629,RENT,.0949
72500,RENT,.1714
46000,OWN,.1299
31000,OWN,.1199
53000,MORTGAGE,.0949
38000,MORTGAGE,.1431
70000,MORTGAGE,.0867
40000,RENT,.1649
75000,RENT,.0867
81608,MORTGAGE,.0749
75000,RENT,.1499
75000,RENT,.0819
55000,MORTGAGE,.1714
36000,RENT,.1049
67300,MORTGAGE,.1924
500000,MORTGAGE,.1599
38500,RENT,.1559
90000,MORTGAGE,.0819
85000,MORTGAGE,.1366
105000,MORTGAGE,.0749
50000,MORTGAGE,.1431
206691,MORTGAGE,.1299
75000,RENT,.1299
50000,RENT,.0819
60000,MORTGAGE,.0867
60000,MORTGAGE,.2583
125000,MORTGAGE,.2099
82000,RENT,.2499
135000,MORTGAGE,.1366
34585,RENT,.1299
58000,RENT,.0819
100000,MORTGAGE,.1714
92000,MORTGAGE,.1144
88000,MORTGAGE,.0819
74000,MORTGAGE,.1366
50000,MORTGAGE,.1366
60000,MORTGAGE,.1786
90000,MORTGAGE,.1199
79000,MORTGAGE,.1239
60000,MORTGAGE,.1299
48000,OWN,.1199
55000,RENT,.1559
35500,RENT,.1499
115000,MORTGAGE,.1299
60000,RENT,.1144
73000,RENT,.1649
50000,MORTGAGE,.1199
89346,RENT,.1431
35208,MORTGAGE,.1239
32000,MORTGAGE,.1499
45000,MORTGAGE,.0949
175000,MORTGAGE,.0699
90000,RENT,.0819
49530,RENT,.1199
42349,MORTGAGE,.2199
62000,RENT,.1239
25000,OWN,.1366
52000,OWN,.1366
80000,RENT,.1049
72000,MORTGAGE,.1786
105000,MORTGAGE,.1049
60000,RENT,.0949
34000,MORTGAGE,.0749
85000,OWN,.1431
21000,OWN,.1049
37000,RENT,.0819
22000,RENT,.1431
165000,OWN,.1499
43000,RENT,.1239
25000,RENT,.1559
50000,MORTGAGE,.0949
45000,RENT,.1299
92000,OWN,.0867
163000,RENT,.1299
63000,MORTGAGE,.1299
48000,MORTGAGE,.1499
60000,RENT,.1599
40000,OWN,.1366
180000,OWN,.0649
32000,RENT,.1499
65000,MORTGAGE,.2299
80000,RENT,.2499
50000,MORTGAGE,.1199
95000,MORTGAGE,.1431
83000,MORTGAGE,.1924
75000,RENT,.0867
139000,MORTGAGE,.0949
75000,RENT,.1049
53000,MORTGAGE,.0867
19068,OWN,.1431
140000,RENT,.2199
86000,MORTGAGE,.0819
82750,RENT,.1239
80000,MORTGAGE,.1199
50000,RENT,.1499
60000,MORTGAGE,.1854
53500,MORTGAGE,.1431
83000,RENT,.0819
76000,MORTGAGE,.1786
150000,MORTGAGE,.1144
135000,RENT,.0649
70000,MORTGAGE,.1431
84000,MORTGAGE,.1649
60000,RENT,.1924
35100,MORTGAGE,.1366
88000,MORTGAGE,.1431
40000,RENT,.1239
40000,RENT,.0867
56000,OWN,.1999
42000,RENT,.1366
62000,MORTGAGE,.0699
42000,MORTGAGE,.1199
100000,MORTGAGE,.1239
50000,RENT,.1499
140000,MORTGAGE,.0819
85000,MORTGAGE,.1499
81000,MORTGAGE,.0649
36000,RENT,.1714
70000,MORTGAGE,.0749
120000,MORTGAGE,.1366
70192,MORTGAGE,.0819
60000,MORTGAGE,.2399
20000,RENT,.1499
44000,MORTGAGE,.1366
60000,RENT,.1199
85000,MORTGAGE,.1499
120000,RENT,.0867
50000,RENT,.1299
60000,RENT,.1499
90000,MORTGAGE,.1649
95000,MORTGAGE,.1431
48000,RENT,.1144
145000,MORTGAGE,.0819
72000,RENT,.1431
32000,RENT,.0949
60000,RENT,.0867
85000,OWN,.0949
126000,MORTGAGE,.0819
83574,MORTGAGE,.0749
60000,RENT,.2299
59000,MORTGAGE,.1559
195000,MORTGAGE,.1714
57500,RENT,.1854
48000,RENT,.1714
85000,RENT,.1144
85000,RENT,.1199
98280,RENT,.1199
43000,MORTGAGE,.2199
60000,MORTGAGE,.1239
95592,MORTGAGE,.1144
75000,RENT,.1499
52000,MORTGAGE,.1599
20000,RENT,.1499
100000,MORTGAGE,.1199
125000,MORTGAGE,.1366
75000,MORTGAGE,.1239
55000,RENT,.0649
30000,OWN,.0649
48000,RENT,.1049
52000,MORTGAGE,.1144
26000,RENT,.1599
36000,RENT,.1649
120000,OWN,.1999
70000,RENT,.1366
65000,RENT,.1854
48000,RENT,.1199
100000,MORTGAGE,.0867
145000,MORTGAGE,.0867
29000,RENT,.0867
98000,RENT,.0867
85000,MORTGAGE,.0603
77000,RENT,.1599
60000,MORTGAGE,.1559
38000,RENT,.1499
80000,MORTGAGE,.0949
50000,RENT,.1559
73000,RENT,.1299
32000,MORTGAGE,.0867
98000,RENT,.1049
140000,MORTGAGE,.0949
61000,MORTGAGE,.0819
38000,RENT,.0949
30000,RENT,.1299
42000,MORTGAGE,.0749
35000,OWN,.1854
65000,MORTGAGE,.1199
71000,MORTGAGE,.1649
37362,MORTGAGE,.1499
115000,MORTGAGE,.0699
77000,RENT,.0749
60000,RENT,.1144
50000,MORTGAGE,.1599
55000,RENT,.1199
85000,MORTGAGE,.1144
300000,MORTGAGE,.0603
155000,MORTGAGE,.1786
126604,MORTGAGE,.1714
41000,RENT,.1599
88000,OWN,.1431
40040,MORTGAGE,.1049
120000,MORTGAGE,.1049
75000,MORTGAGE,.1499
140000,MORTGAGE,.1559
43000,MORTGAGE,.2499
41000,MORTGAGE,.1366
56000,OWN,.1559
60000,RENT,.0949
50000,MORTGAGE,.1599
36000,RENT,.1239
84000,RENT,.0699
115000,MORTGAGE,.1431
55000,RENT,.1299
79560,MORTGAGE,.1199
60000,RENT,.1854
65000,OWN,.1599
120000,RENT,.0867
115000,MORTGAGE,.0867
52000,RENT,.1714
90000,MORTGAGE,.1299
42000,MORTGAGE,.1299
120000,RENT,.1239
52000,MORTGAGE,.0819
120000,MORTGAGE,.2399
92500,MORTGAGE,.1431
80000,MORTGAGE,.0603
50000,MORTGAGE,.0949
107000,MORTGAGE,.1144
30000,OWN,.0867
65000,RENT,.0949
40000,MORTGAGE,.1049
82000,RENT,.1599
153000,MORTGAGE,.1559
65000,MORTGAGE,.0699
136000,MORTGAGE,.1049
55873.16,RENT,.1049
240000,MORTGAGE,.1431
110000,RENT,.0649
36400,MORTGAGE,.1299
92000,RENT,.0749
103000,MORTGAGE,.2199
76500,RENT,.0603
40000,MORTGAGE,.1299
65000,MORTGAGE,.1199
70000,RENT,.1499
62000,MORTGAGE,.1144
70000,MORTGAGE,.1366
34500,RENT,.1431
65000,MORTGAGE,.1239
38000,RENT,.1649
55000,MORTGAGE,.2299
82000,MORTGAGE,.1049
90000,RENT,.1049
124000,MORTGAGE,.0749
105000,MORTGAGE,.1431
155000,MORTGAGE,.1431
74000,MORTGAGE,.0603
80000,MORTGAGE,.1299
66387,MORTGAGE,.0949
47500,MORTGAGE,.2589
27000,RENT,.1431
75000,MORTGAGE,.1199
48400,RENT,.1144
79000,MORTGAGE,.0699
52000,OWN,.1559
71000,MORTGAGE,.1239
80000,MORTGAGE,.1714
200000,MORTGAGE,.1559
54000,MORTGAGE,.1431
66000,RENT,.1499
77000,OWN,.1499
62000,MORTGAGE,.1239
25000,RENT,.1714
40000,OWN,0.245
109000,RENT,.1049
50000,MORTGAGE,.1144
60000,MORTGAGE,.1924
92968,MORTGAGE,.2299
79000,MORTGAGE,.0949
41000,RENT,.1299
83000,RENT,.1854
30325,RENT,.1366
45000,RENT,.1599
30000,OWN,.1714
70000,RENT,.0819
120000,MORTGAGE,.1049
200000,MORTGAGE,.1049
55831,RENT,.0819
30000,MORTGAGE,.1239
190000,RENT,.1299
92000,OWN,.0749
110000,MORTGAGE,.2199
55000,RENT,.1366
34000,MORTGAGE,.1499
250000,MORTGAGE,.1499
118000,MORTGAGE,.1431
75000,RENT,.1431
45000,OWN,.1199
180000,MORTGAGE,.1559
62600,MORTGAGE,.1144
59000,MORTGAGE,.1649
85000,MORTGAGE,.1299
132000,RENT,.0949
90000,MORTGAGE,.0699
40000,RENT,.1999
40000,OWN,.0603
80000,RENT,.0749
64000,OWN,.1299
70000,MORTGAGE,.1049
55000,MORTGAGE,.0819
48000,RENT,.1999
52000,RENT,.0699
110000,MORTGAGE,.1714
70000,RENT,.1239
152000,RENT,.1924
60000,MORTGAGE,.1431
156000,RENT,.0949
33000,RENT,.1239
75000,MORTGAGE,.1924
35000,MORTGAGE,.1924
47000,RENT,.1239
132000,OWN,.1366
75000,MORTGAGE,.1499
79000,RENT,.1854
89000,MORTGAGE,.1239
54000,RENT,.1366
30000,RENT,.2199
40000,RENT,.1239
53000,MORTGAGE,.0603
36000,RENT,.1599
35520,MORTGAGE,.1854
75000,RENT,.1431
24326,MORTGAGE,.1299
55000,MORTGAGE,.0699
86020.48,MORTGAGE,.1431
78000,MORTGAGE,.1431
40968,MORTGAGE,.1299
55000,RENT,.1144
53000,RENT,.1366
85000,RENT,.1199
54000,MORTGAGE,.1366
90000,RENT,.1239
78000,RENT,.1599
189000,RENT,.1999
30000,OWN,.2399
120000,MORTGAGE,.1144
44000,RENT,.0649
65000,MORTGAGE,.1199
73500,RENT,.1924
105000,MORTGAGE,.0819
52000,OWN,.1299
30000,RENT,.1786
61000,MORTGAGE,.1199
92500,MORTGAGE,.0949
105000,MORTGAGE,.0649
39000,RENT,.1431
48000,RENT,.1049
32500,RENT,.0819
29000,RENT,.1299
49600,MORTGAGE,.1431
75000,MORTGAGE,.1714
70000,OWN,.1299
80000,RENT,.1049
26000,RENT,.1366
70000,MORTGAGE,.1599
40000,RENT,.1599
140000,RENT,.1144
93000,OWN,.1049
118000,RENT,.1786
63000,RENT,.1431
250000,OWN,.0949
80000,MORTGAGE,.0699
90000,RENT,.0749
65000,RENT,.1599
48000,MORTGAGE,.1649
34000,OWN,.1499
150000,RENT,.1144
27000,RENT,.1559
40000,RENT,.1559
29327.27,RENT,.1714
57000,OWN,.1199
59000,RENT,.1999
60000,RENT,.1499
55000,MORTGAGE,.1199
47552,RENT,.1366
91000,MORTGAGE,.1559
45000,OWN,.1049
103000,MORTGAGE,.0749
51000,RENT,.1299
81000,RENT,.2199
55000,MORTGAGE,.2299
112000,MORTGAGE,.1786
65000,MORTGAGE,.0649
60000,MORTGAGE,.1239
70000,MORTGAGE,.0749
50000,RENT,.1559
24780,MORTGAGE,.1999
97500,RENT,.1049
48500,RENT,.0819
36000,RENT,.1499
95000,OWN,.1431
65000,RENT,.1199
24000,RENT,.1431
29000,OWN,.0867
32500,RENT,.0949
77000,MORTGAGE,.1239
40000,RENT,.1239
60000,RENT,.2099
50000,RENT,.0699
52000,OWN,.1199
82000,RENT,.1431
57000,MORTGAGE,.1049
81500,MORTGAGE,.1999
72000,MORTGAGE,.1144
37000,RENT,.1924
38000,RENT,.1854
180000,OWN,.1854
39000,OWN,.1431
42000,RENT,.1786
60000,MORTGAGE,.1199
40000,OWN,.1144
33000,RENT,.1924
76000,MORTGAGE,.0949
35000,OWN,.0749
75000,MORTGAGE,.1559
25000,RENT,.1239
147498,RENT,.0819
135000,MORTGAGE,.1049
71000,MORTGAGE,.1144
35000,RENT,.1431
42000,MORTGAGE,.0949
80000,RENT,.1559
90000,OWN,.0749
61000,RENT,.2099
85000,RENT,.0603
79000,MORTGAGE,.1431
40000,RENT,.1049
56000,RENT,.1431
50000,RENT,.1559
112000,MORTGAGE,.0867
140000,RENT,.0749
38000,MORTGAGE,.1366
112000,MORTGAGE,.0867
33000,RENT,.1239
150000,MORTGAGE,.0699
42000,MORTGAGE,.1049
35000,OWN,.1599
300000,OWN,.1049
150000,RENT,.1049
32500,RENT,.1599
39000,MORTGAGE,.2557
71000,MORTGAGE,.0649
50000,MORTGAGE,.1199
160000,RENT,.1431
62400,MORTGAGE,.1999
75000,RENT,.0819
100000,OWN,.0949
60000,MORTGAGE,.1599
19200,RENT,.1786
58000,RENT,.0867
72000,MORTGAGE,.1239
113000,MORTGAGE,.0867
63250,MORTGAGE,.1999
26000,OWN,.1366
75000,MORTGAGE,.0749
65000,RENT,.1299
70000,RENT,.1599
116000,MORTGAGE,.1499
50000,MORTGAGE,.1431
71813,MORTGAGE,.1714
95000,MORTGAGE,.1199
54000,MORTGAGE,.0749
61000,MORTGAGE,.1199
54000,MORTGAGE,.1499
35000,RENT,.1431
83000,MORTGAGE,.0819
57000,RENT,.0949
65000,RENT,.1999
75000,MORTGAGE,.1786
140000,MORTGAGE,.0949
58000,MORTGAGE,.0699
80000,MORTGAGE,.0949
98000,MORTGAGE,.1199
106000,MORTGAGE,.0949
38426,RENT,.2299
194000,RENT,.0749
59000,MORTGAGE,.1559
60000,MORTGAGE,.1499
36000,RENT,.1786
38000,RENT,.1239
31000,MORTGAGE,.1786
50000,MORTGAGE,.1049
33000,RENT,.2499
72000,MORTGAGE,.1366
33000,MORTGAGE,.1144
80000,RENT,.1239
38000,RENT,.1599
90000,RENT,.1499
67000,RENT,.1239
52000,RENT,.0819
40000,MORTGAGE,.1366
62000,MORTGAGE,.0749
47000,MORTGAGE,.1999
49546,MORTGAGE,.1431
13000,OWN,.1499
52000,RENT,.1366
120000,MORTGAGE,.1366
24000,RENT,.0819
60000,RENT,.1239
93000,MORTGAGE,.1239
133000,MORTGAGE,.1299
72000,OWN,.1649
170000,MORTGAGE,.0603
50425,RENT,.1559
114000,MORTGAGE,.1649
33000,MORTGAGE,.1239
48000,MORTGAGE,.1049
32000,RENT,.1499
95770,MORTGAGE,.1049
76000,MORTGAGE,.1144
57000,RENT,.1924
60000,MORTGAGE,.1299
20000,RENT,.1786
75000,OWN,.1199
125000,MORTGAGE,.0699
83000,RENT,.0749
90000,RENT,.1714
54000,RENT,.1714
31000,RENT,.1499
25000,RENT,.1199
112899,MORTGAGE,.1239
66000,RENT,.1239
36000,RENT,.1499
60000,RENT,.1559
59000,RENT,.1049
90000,MORTGAGE,.0699
87000,MORTGAGE,.1431
29000,OWN,.1559
67000,OWN,.1366
60000,MORTGAGE,.1431
65000,RENT,.0603
55000,RENT,.1924
21536,MORTGAGE,.1786
28800,RENT,.0749
72000,MORTGAGE,.1431
38000,RENT,.1924
48000,RENT,.1559
244000,RENT,.1599
39416.64,RENT,.1854
28000,RENT,.1299
42000,RENT,.1431
95000,MORTGAGE,.1299
39000,RENT,.1239
185000,MORTGAGE,.1239
52000,MORTGAGE,.1199
70000,MORTGAGE,.1714
63500,RENT,.1559
50000,MORTGAGE,.1999
18000,RENT,.2299
19000,RENT,.1854
33600,OWN,.1499
40000,MORTGAGE,.1199
70000,MORTGAGE,.1144
190000,MORTGAGE,.0949
85562,MORTGAGE,.2299
90000,RENT,.1786
41000,RENT,.1144
40000,RENT,.1144
75000,RENT,.1649
56000,MORTGAGE,.1499
78000,MORTGAGE,.1786
82000,MORTGAGE,.0867
85000,OWN,.0603
60000,MORTGAGE,.1049
47828,MORTGAGE,.1499
62500,MORTGAGE,.0867
58000,MORTGAGE,.1559
24000,MORTGAGE,.0867
160000,RENT,.1049
36000,RENT,.0819
125000,MORTGAGE,.0699
23412,RENT,.1649
110000,RENT,.1239
67000,MORTGAGE,.0649
35000,RENT,.1714
250000,MORTGAGE,.2599
35000,RENT,.1049
115000,RENT,.1049
98000,MORTGAGE,.1049
44000,MORTGAGE,.1239
55000,MORTGAGE,.1239
120000,MORTGAGE,.0749
50000,MORTGAGE,.1199
41000,RENT,.1199
87000,RENT,.1499
26000,RENT,.0867
30500,RENT,.1144
37000,MORTGAGE,.1854
40000,RENT,.1714
90000,MORTGAGE,.1366
50860,MORTGAGE,.1431
86000,MORTGAGE,.1854
31000,RENT,.1199
105000,MORTGAGE,.1199
112000,MORTGAGE,.0867
105000,MORTGAGE,.1144
45000,MORTGAGE,.1199
138000,MORTGAGE,.1199
46104,MORTGAGE,.1999
155000,RENT,.0867
167000,MORTGAGE,.1239
45000,RENT,.1299
45000,RENT,.1649
35000,RENT,.0603
135000,MORTGAGE,.1239
52000,MORTGAGE,.0699
78000,MORTGAGE,.0649
25000,RENT,.1599
37000,RENT,.1239
135000,MORTGAGE,.0749
58000,MORTGAGE,.1366
70000,RENT,.0699
83000,MORTGAGE,.0699
85000,MORTGAGE,.0749
92430,RENT,.1431
80000,RENT,.1431
75000,MORTGAGE,.2199
168200,OWN,.1144
85000,RENT,.1924
138000,RENT,.1559
25000,RENT,.1999
43000,RENT,.1714
98000,OWN,.1299
51000,RENT,.0699
70000,RENT,.1144
50000,MORTGAGE,.1144
120000,RENT,.1924
40000,MORTGAGE,.0699
55654,RENT,.1239
50000,RENT,.1299
85000,MORTGAGE,.1854
35000,RENT,.1559
92000,RENT,.1559
165000,RENT,.1144
104000,MORTGAGE,.1366
42000,RENT,.1786
53574.76,OWN,.1559
170000,MORTGAGE,.0649
32000,RENT,.2557
59862,MORTGAGE,.1431
62000,MORTGAGE,.1144
40000,RENT,.0749
92000,MORTGAGE,.0867
28000,RENT,.0867
65000,RENT,.0949
55000,MORTGAGE,0.258
37000,MORTGAGE,.1499
60000,MORTGAGE,.1239
42000,RENT,.0749
230000,RENT,.1431
280000,MORTGAGE,.1786
90000,MORTGAGE,.0867
63000,RENT,.1239
236000,MORTGAGE,.0699
74000,MORTGAGE,.0819
58000,MORTGAGE,.1999
100000,MORTGAGE,.1199
70000,MORTGAGE,.1199
40000,RENT,.1599
325000,MORTGAGE,.1499
58000,RENT,.0649
38000,RENT,.1599
38826.24,MORTGAGE,.1999
88000,MORTGAGE,.1559
74841,MORTGAGE,.0819
58000,RENT,.1714
60060.79,MORTGAGE,.1599
72000,MORTGAGE,.1366
14496,OWN,.1649
53000,MORTGAGE,.0949
36000,RENT,.1049
45900,MORTGAGE,.1199
42000,OWN,.1714
49000,MORTGAGE,.1854
21000,RENT,.1299
61188,RENT,.1299
132000,MORTGAGE,.1239
50000,RENT,.1144
53000,RENT,.0867
30000,RENT,0.245
100000,RENT,.0603
30500,RENT,.1299
132000,RENT,.1144
85000,RENT,.1366
160000,RENT,.0749
95000,MORTGAGE,.1199
19000,MORTGAGE,.1299
32000,MORTGAGE,.2199
38600,RENT,.1144
50000,RENT,.1144
27500,MORTGAGE,.1649
80000,RENT,.1144
120000,MORTGAGE,.1431
85000,OWN,.1049
65000,RENT,.1366
325000,RENT,.0699
40000,MORTGAGE,.1239
200000,OWN,.0649
75000,MORTGAGE,.1431
65000,MORTGAGE,.1599
82680,RENT,.0649
79000,MORTGAGE,.0649
67000,OWN,.1199
100000,MORTGAGE,.1649
34514,RENT,.0749
110000,RENT,.1431
40000,RENT,.1366
60000,MORTGAGE,.1366
84225,RENT,.1499
36000,RENT,.0749
60000,MORTGAGE,.2557
72000,RENT,.1199
116140,MORTGAGE,.0749
63000,OWN,.1239
80000,MORTGAGE,.1239
40000,RENT,.1239
124000,MORTGAGE,.0749
77000,MORTGAGE,.0699
32000,RENT,.1239
84000,MORTGAGE,.0949
92000,RENT,.1239
52000,MORTGAGE,.1499
54000,OWN,.1559
65000,MORTGAGE,.0603
78000,MORTGAGE,.1239
50000,RENT,.0867
44915,RENT,.0819
160000,MORTGAGE,.1714
76500,MORTGAGE,.1431
47800,MORTGAGE,.1559
136000,RENT,.1239
65000,MORTGAGE,.1366
91000,RENT,.2099
72415,OWN,.1559
91700,MORTGAGE,.0867
34300,RENT,.1366
60000,MORTGAGE,.1366
62000,MORTGAGE,.1431
80000,MORTGAGE,.0949
76000,MORTGAGE,.1049
45000,MORTGAGE,.0749
48000,MORTGAGE,.0649
54000,RENT,.1199
39000,MORTGAGE,.1854
95000,MORTGAGE,.0603
72000,MORTGAGE,.0867
38000,RENT,.0819
40000,RENT,.1049
99000,RENT,.0819
130000,MORTGAGE,.0819
47000,MORTGAGE,.1299
152000,MORTGAGE,.0819
45000,MORTGAGE,.0749
59500,MORTGAGE,.1499
65000,MORTGAGE,.1049
130000,MORTGAGE,.1599
180000,RENT,.0867
96000,MORTGAGE,.1559
110000,OWN,.1199
30000,RENT,.1199
35000,RENT,.1559
45000,RENT,.1299
190000,MORTGAGE,.1366
230000,MORTGAGE,.1049
76500,RENT,.1431
50000,MORTGAGE,.1599
50000,MORTGAGE,.1786
152000,MORTGAGE,.0699
70000,OWN,.1499
82000,MORTGAGE,.1299
39000,MORTGAGE,.1786
62000,OWN,.1649
95000,RENT,.1366
55000,RENT,.0649
119000,RENT,.1199
107000,RENT,.1499
360000,MORTGAGE,.2099
240000,MORTGAGE,.1431
97000,MORTGAGE,.0949
42000,RENT,.1599
72000,MORTGAGE,.2199
62500,RENT,.1239
58000,MORTGAGE,0.258
52604.78,MORTGAGE,.1854
220000,MORTGAGE,.1431
96000,RENT,.1144
153000,MORTGAGE,.0819
140000,MORTGAGE,.0867
40000,MORTGAGE,.1239
65000,RENT,.1999
70000,MORTGAGE,.2199
40000,RENT,.0867
67000,MORTGAGE,.1199
170000,MORTGAGE,.1049
70000,RENT,.1599
152000,MORTGAGE,.0749
39400,RENT,.1559
95000,MORTGAGE,.1199
95000,RENT,.1239
75000,RENT,.1854
30000,RENT,.1239
100000,MORTGAGE,.0649
120000,MORTGAGE,.1854
73000,RENT,.1649
48000,RENT,.2589
105000,MORTGAGE,.1366
110000,MORTGAGE,.1239
37000,MORTGAGE,.1714
105000,MORTGAGE,.0649
54000,MORTGAGE,.1786
96000,MORTGAGE,.0819
42000,MORTGAGE,.1366
125000,MORTGAGE,.1714
147500,MORTGAGE,.0819
98000,RENT,.1854
23500,RENT,.1299
40000,MORTGAGE,.1144
167000,MORTGAGE,.1431
42000,MORTGAGE,.1239
76080,RENT,.0819
200001,MORTGAGE,.0699
60000,MORTGAGE,.1199
121000,MORTGAGE,.0819
62000,MORTGAGE,.1786
80000,MORTGAGE,.1144
42000,RENT,.1599
56607,RENT,.1199
45000,RENT,.0819
99000,MORTGAGE,.1299
22000,RENT,.1649
77000,OWN,.1786
75000,MORTGAGE,.0603
65000,RENT,.0867
60000,MORTGAGE,.1366
60000,MORTGAGE,.1299
50000,MORTGAGE,.1559
47700,RENT,.1431
72000,RENT,.1786
53000,MORTGAGE,.0819
174000,MORTGAGE,.1366
95000,MORTGAGE,.1499
61000,MORTGAGE,.1366
30000,RENT,.1599
102500,OWN,.1144
63000,MORTGAGE,.1366
96000,MORTGAGE,.0649
130000,MORTGAGE,.0749
90000,OWN,.1199
94000,RENT,.1559
142000,MORTGAGE,.0819
24000,RENT,.1431
75000,MORTGAGE,.0819
175000,MORTGAGE,.1854
75000,OWN,.1144
60000,RENT,.1366
121000,MORTGAGE,.0603
28000,RENT,.1999
68250,MORTGAGE,.0603
125000,MORTGAGE,.0699
76000,MORTGAGE,.1431
55000,MORTGAGE,.1599
43000,MORTGAGE,.2199
58000,MORTGAGE,.1649
58000,RENT,.1649
40000,RENT,.1854
70000,MORTGAGE,.1786
72000,MORTGAGE,.1199
55699.76,RENT,.1144
26000,MORTGAGE,.1714
49000,RENT,.1239
25000,RENT,.1199
380000,MORTGAGE,.1299
51000,RENT,.0749
80000,RENT,.0699
89000,RENT,.0649
94760,MORTGAGE,.0603
90000,MORTGAGE,.0749
44000,RENT,.1366
100000,MORTGAGE,.1924
85000,RENT,.1499
102500,MORTGAGE,.0867
70000,MORTGAGE,.1599
16000,OWN,.1714
46144,RENT,.1199
150000,MORTGAGE,.0819
83000,MORTGAGE,0.245
89000,MORTGAGE,.2299
30000,RENT,.1144
73000,MORTGAGE,.0819
50000,MORTGAGE,.0867
35000,RENT,.1786
40000,RENT,.1854
300000,RENT,.0749
44000,MORTGAGE,.0819
90000,MORTGAGE,.0949
31400,MORTGAGE,.1049
96000,RENT,.1786
45000,RENT,.1049
43500,MORTGAGE,.1299
20000,MORTGAGE,.1786
43000,RENT,.1924
52497,RENT,.1786
20800,RENT,.1049
113000,MORTGAGE,.1144
50000,RENT,.1049
85000,MORTGAGE,.0699
70000,OWN,.1366
64000,MORTGAGE,.2099
69581.95,RENT,.1559
66000,RENT,.0949
40000,MORTGAGE,.1366
110000,MORTGAGE,.1431
120000,MORTGAGE,.0867
82000,RENT,.1144
54000,MORTGAGE,.0819
56000,MORTGAGE,.1854
90000,RENT,.1144
52000,RENT,.1431
80000,MORTGAGE,.1499
45000,MORTGAGE,.1049
75000,RENT,.0603
49000,MORTGAGE,.1199
375000,RENT,.0649
50000,RENT,.1199
45000,MORTGAGE,.1499
68000,MORTGAGE,.1431
62000,MORTGAGE,.1599
245000,MORTGAGE,.0749
93808,OWN,.0867
30000,RENT,.1559
87000,MORTGAGE,.1999
32000,MORTGAGE,.1239
130000,RENT,.0649
80000,RENT,.1366
70000,MORTGAGE,.1299
73000,RENT,.1366
55000,MORTGAGE,.1559
30000,RENT,.1924
55000,MORTGAGE,.1299
50000,RENT,.1559
28000,RENT,.1499
65000,MORTGAGE,.0949
72000,MORTGAGE,.1199
65000,MORTGAGE,.1199
65000,RENT,.0867
80000,RENT,.1854
42000,RENT,.1559
80000,MORTGAGE,.1366
82000,MORTGAGE,.1199
130000,MORTGAGE,.1299
114619,MORTGAGE,.1049
70000,MORTGAGE,.0749
75000,MORTGAGE,.2557
30000,RENT,.1049
60000,RENT,.0819
100000,RENT,.1049
21500,MORTGAGE,.1144
50000,RENT,.1431
59982,MORTGAGE,.2099
155680,MORTGAGE,.1649
61500,MORTGAGE,.0603
29400,MORTGAGE,.1049
67000,MORTGAGE,.1239
50000,RENT,.0949
45000,MORTGAGE,.1499
65000,RENT,.1714
150000,MORTGAGE,.0603
75000,RENT,.0749
18964.22,MORTGAGE,.1599
60000,MORTGAGE,.2583
30000,RENT,.0819
85000,RENT,.1599
90000,MORTGAGE,.0649
170000,MORTGAGE,.2099
38000,RENT,.0749
64000,MORTGAGE,.0949
46195.31,OWN,.1299
55000,MORTGAGE,.1144
85000,OWN,.1144
105000,RENT,.2099
96635,MORTGAGE,.1239
180000,MORTGAGE,.0603
43000,OWN,.1049
55000,MORTGAGE,.1431
65000,RENT,.1924
90000,RENT,.1924
37000,OWN,.1431
33500,RENT,.1239
36000,OWN,.1854
60000,MORTGAGE,.0949
120000,MORTGAGE,.0819
83000,MORTGAGE,.0749
75000,RENT,.1714
66000,RENT,.1924
54500,RENT,.1366
30000,RENT,.1299
85000,MORTGAGE,.1649
56000,MORTGAGE,.1649
105000,MORTGAGE,.1299
85000,MORTGAGE,.1199
55000,MORTGAGE,.0699
56000,MORTGAGE,.1999
80000,MORTGAGE,.1239
40000,RENT,.1199
95000,MORTGAGE,.1299
75000,RENT,.0603
32000,OWN,.1239
360000,MORTGAGE,.1144
80000,RENT,.1299
80000,RENT,.1431
112000,MORTGAGE,.0699
37500,RENT,.1714
135000,MORTGAGE,.0749
140000,MORTGAGE,.1299
100000,RENT,.1854
66000,RENT,.1144
41600,RENT,.1366
80000,RENT,.1239
100000,MORTGAGE,.1239
40000,MORTGAGE,.1499
85000,RENT,.1786
290000,MORTGAGE,.0819
35000,RENT,.1499
120000,MORTGAGE,.0819
34000,RENT,.1299
42000,MORTGAGE,.0819
43000,MORTGAGE,.1649
101177,MORTGAGE,.1854
45000,MORTGAGE,.1199
130000,MORTGAGE,.1559
51200,MORTGAGE,.1199
132000,MORTGAGE,.0867
94800,MORTGAGE,.0819
80000,RENT,.0819
70000,MORTGAGE,.0699
58000,OWN,.1714
165000,MORTGAGE,.0603
95000,MORTGAGE,.0699
35000,RENT,.1431
40000,RENT,.1366
78000,MORTGAGE,.2099
55000,RENT,.1049
43000,MORTGAGE,.1499
28000,OWN,.1144
23000,OWN,.1299
44888,RENT,.1366
70000,MORTGAGE,.1499
180000,RENT,.1299
150000,MORTGAGE,.0603
67600,MORTGAGE,.0749
34000,MORTGAGE,.2099
140000,MORTGAGE,.0699
31600,MORTGAGE,.1366
105000,MORTGAGE,.1299
74600,MORTGAGE,.1599
105000,MORTGAGE,.1299
65000,RENT,.1366
70686,RENT,.2199
35000,RENT,.1559
