Amount.Requested,Amount.Requested,Amount.Funded.By.Investors,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score,Interest.Rate
82079,10000,10000,36,debt_consolidation,20.16%,CA,RENT,5833.33,695-699,16,25687,0,4 years,695,0.1212
47958,14000,14000,36,credit_card,28.82%,NY,RENT,4250,745-749,16,1850,1,8 years,745,0.0662
77601,3250,3225,36,credit_card,3.12%,CA,RENT,2083.33,745-749,6,2114,1,3 years,745,0.0762
82780,18000,18000,36,debt_consolidation,11.81%,FL,RENT,5100,715-719,8,17139,0,1 year,715,0.1114
67401,19500,19500,36,debt_consolidation,26.84%,VA,MORTGAGE,5125,660-664,11,29033,0,10+ years,660,0.21
35797,5000,5000,36,debt_consolidation,29.86%,CA,OWN,2083.33,785-789,12,22141,0,n/a,785,0.0603
34240,20000,20000,60,debt_consolidation,18.45%,OH,RENT,4250,700-704,10,11805,0,4 years,700,0.1758
24846,6000,6000,36,debt_consolidation,19.68%,NJ,RENT,7500,680-684,6,6686,1,10+ years,680,0.1349
63299,14300,14300,36,debt_consolidation,21.74%,DE,MORTGAGE,7750,695-699,11,25213,2,4 years,695,0.1409
60580,12800,12800,36,credit_card,10.10%,NC,MORTGAGE,5000,690-694,9,33085,0,10+ years,690,0.1212
68850,3000,2975,36,major_purchase,17.58%,LA,RENT,3458.33,720-724,8,2999,0,1 year,720,0.079
72217,25000,25000,36,debt_consolidation,18.36%,FL,MORTGAGE,14166.67,705-709,21,96169,0,10+ years,705,0.1311
55800,18000,18000,36,credit_card,22.34%,MA,RENT,4583.33,700-704,13,17868,0,10+ years,700,0.1212
86233,9750,9750,36,debt_consolidation,14.13%,MT,OWN,2518.67,665-669,7,13209,0,10+ years,665,0.1531
39482,5000,5000,36,debt_consolidation,23.84%,SC,RENT,2500,695-699,8,7980,2,2 years,695,0.1242
45494,4000,4000,36,car,22.15%,CO,RENT,2000,685-689,16,1625,3,< 1 year,685,0.1311
46604,1200,1200,36,debt_consolidation,6.92%,CT,RENT,1300,710-714,8,1775,0,n/a,710,0.079
96371,12000,12000,36,debt_consolidation,20.07%,CA,RENT,5416.67,660-664,7,3747,0,< 1 year,660,0.1727
34831,5000,5000,36,credit_card,9.79%,FL,OWN,1733.33,665-669,11,4366,3,< 1 year,665,0.1629
54689,21700,21700,36,debt_consolidation,5.43%,CA,MORTGAGE,15000,780-784,5,128707,0,2 years,780,0.079
73287,21850,21850,60,debt_consolidation,32.13%,GA,MORTGAGE,4628,715-719,17,32103,1,10+ years,715,0.1629
10206,12000,12000,36,home_improvement,14.57%,MA,MORTGAGE,5833.33,705-709,7,2701,0,9 years,705,0.1136
95580,7000,7000,36,other,16.15%,FL,MORTGAGE,4166.67,675-679,7,4167,0,10+ years,675,0.1849
101205,32000,32000,60,moving,8.14%,NC,MORTGAGE,16666.67,700-704,5,50330,2,8 years,700,0.2376
35682,13000,13000,60,debt_consolidation,18.08%,WA,RENT,3302,720-724,5,15076,3,4 years,720,0.1427
43071,12000,12000,36,credit_card,13.99%,AZ,MORTGAGE,2916.67,680-684,10,13576,0,5 years,680,0.1242
41739,25475,25375,60,debt_consolidation,21.98%,FL,RENT,5000.67,680-684,17,24081,1,< 1 year,680,0.1903
72931,10000,10000,36,credit_card,25.80%,CA,RENT,2833.33,700-704,8,6521,0,7 years,700,0.1114
45317,5000,5000,36,other,24.74%,TX,MORTGAGE,8416.67,695-699,20,58836,1,< 1 year,695,0.1212
12277,10000,9725,36,debt_consolidation,18.72%,MA,MORTGAGE,4300,760-764,15,24413,1,10+ years,760,0.0751
79495,4000,4000,36,debt_consolidation,25.86%,OH,MORTGAGE,3333.33,675-679,12,19443,1,9 years,675,0.1433
11875,8000,8000,36,debt_consolidation,1.82%,CA,RENT,2800,720-724,5,2186,0,3 years,720,0.1038
33968,35000,35000,36,debt_consolidation,8.96%,MD,MORTGAGE,18750,735-739,13,18528,3,6 years,735,0.1065
735,9000,7650,36,credit_card,12.72%,MI,MORTGAGE,5666.67,685-689,22,36164,1,8 years,685,0.1103
43702,9000,9000,36,debt_consolidation,5.87%,NY,MORTGAGE,8333.33,775-779,9,1717,0,1 year,775,0.0603
99006,24000,24000,60,debt_consolidation,20.55%,GA,OWN,6250,675-679,10,17780,0,7 years,675,0.1727
84307,18000,18000,60,debt_consolidation,17%,CT,RENT,7083.33,750-754,8,2234,2,6 years,750,0.1311
21504,4000,4000,60,major_purchase,13.26%,FL,OWN,3500,695-699,5,8518,1,3 years,695,0.138
96798,15000,15000,36,debt_consolidation,3.23%,NJ,MORTGAGE,6250,755-759,8,13131,0,n/a,755,0.0662
83586,6075,6075,36,debt_consolidation,20.25%,NY,OWN,2666.67,660-664,15,7515,2,< 1 year,660,0.1727
30986,13800,13800,60,medical,1.68%,NY,RENT,4166.67,710-714,3,2766,0,8 years,710,0.1749
37090,10000,10000,60,debt_consolidation,12.19%,CA,RENT,6800,700-704,24,8311,1,4 years,700,0.1864
103512,8000,7725,36,credit_card,13.40%,FL,MORTGAGE,7000,735-739,3,175087,1,10+ years,735,0.1099
57472,15000,15000,36,debt_consolidation,33.30%,WY,RENT,3000,670-674,20,15092,0,10+ years,670,0.1727
90568,4800,4800,36,car,10.42%,TX,MORTGAGE,7291.67,815-819,14,0,0,< 1 year,815,0.0662
17240,24250,17431.82,60,credit_card,23.79%,OH,MORTGAGE,5833.33,730-734,6,31061,2,10+ years,730,0.1223
15315,7000,6975,36,vacation,21.23%,CA,RENT,3000,715-719,12,10784,1,5 years,715,0.0691
60875,10500,10500,36,major_purchase,5.42%,NY,RENT,5000,700-704,4,502,0,2 years,700,0.1212
74855,25000,24950,60,debt_consolidation,23.79%,NV,MORTGAGE,5666.67,690-694,8,27699,1,8 years,690,0.2149
61143,21000,21000,60,debt_consolidation,6.16%,OH,MORTGAGE,8333.33,715-719,10,22196,0,10+ years,715,0.1433
103140,14400,14400,36,debt_consolidation,24.41%,PA,MORTGAGE,5833.33,685-689,9,25515,5,8 years,685,0.1426
49664,9600,9600,36,debt_consolidation,8.62%,MA,RENT,3458.33,720-724,4,8915,0,10+ years,720,0.1074
17864,12000,12000,60,credit_card,19.38%,MT,MORTGAGE,4000,795-799,7,143151,0,4 years,795,0.0888
14831,10000,10000,36,major_purchase,11.15%,GA,OWN,13333,705-709,12,36672,2,1 year,705,0.1186
35303,4000,4000,36,moving,22.38%,CA,RENT,4000,665-669,10,18833,2,< 1 year,665,0.1465
94468,20000,20000,36,debt_consolidation,19.10%,FL,RENT,6000,665-669,7,21202,2,10+ years,665,0.2149
100313,31300,31300,60,debt_consolidation,34.06%,MD,OWN,5833.33,665-669,11,25344,0,5 years,665,0.2295
74445,6900,6900,36,home_improvement,14.18%,MI,OWN,2750,710-714,14,4087,0,6 years,710,0.079
23377,30000,17982.94,60,wedding,24.36%,NY,RENT,5632.33,690-694,10,24217,0,5 years,690,0.1788
32593,2000,2000,36,wedding,1.99%,NY,RENT,2518.75,675-679,5,985,0,7 years,675,0.1242
41282,12000,12000,36,credit_card,13.18%,NJ,OWN,5833.33,725-729,8,9866,0,4 years,725,0.079
22718,3300,3300,36,small_business,5.47%,AL,RENT,3125,690-694,8,2623,0,7 years,690,0.1037
86599,25000,25000,36,credit_card,14.92%,CA,MORTGAGE,10000,695-699,16,46708,0,10+ years,695,0.1433
10917,6000,5950,36,debt_consolidation,6.61%,GA,RENT,2300,720-724,5,4006,1,2 years,720,0.1038
101429,3250,3250,36,small_business,31.84%,OR,RENT,2858.33,690-694,5,17662,0,6 years,690,0.21
16221,16500,16175,60,home_improvement,6.41%,MA,MORTGAGE,5833.33,715-719,8,30455,2,< 1 year,715,0.1223
79704,31000,31000,60,debt_consolidation,11.48%,NY,RENT,5833.33,705-709,12,27120,0,< 1 year,705,0.21
94981,4000,4000,36,debt_consolidation,2.95%,KS,MORTGAGE,2916.67,750-754,2,2476,0,10+ years,750,0.1433
30378,6000,6000,36,moving,1.58%,MD,RENT,4416.67,665-669,3,2426,2,8 years,665,0.1749
101294,7500,7500,36,debt_consolidation,13.13%,PA,MORTGAGE,9583.33,710-714,20,22464,0,4 years,710,0.0662
30341,12000,11975,36,debt_consolidation,8.36%,CA,RENT,4500,745-749,12,8422,0,10+ years,745,0.0849
99706,20000,20000,36,debt_consolidation,21.80%,CA,RENT,6666.67,685-689,20,22990,6,10+ years,685,0.1849
80944,24000,24000,60,debt_consolidation,30.97%,VA,MORTGAGE,10104.17,675-679,14,37686,0,10+ years,675,0.2247
54289,7500,7500,36,debt_consolidation,19.06%,CA,RENT,3348,660-664,8,5322,0,10+ years,660,0.1999
101647,6250,900,36,debt_consolidation,19.85%,IN,RENT,2916.67,655-659,17,17659,9,< 1 year,655,0.1754
21203,5000,4900,36,home_improvement,10.59%,TX,MORTGAGE,7083.33,755-759,9,0,3,1 year,755,0.0692
18933,10000,10000,36,small_business,22.74%,NY,MORTGAGE,5416.67,710-714,4,20143,1,10+ years,710,0.1074
17315,12000,11341.5,36,debt_consolidation,17.92%,WA,RENT,5200,710-714,16,8182,0,< 1 year,710,0.0691
2987,7000,6775,36,debt_consolidation,8.34%,CA,RENT,5000,745-749,6,3337,1,< 1 year,745,0.0932
28478,4000,4000,36,car,0.52%,CA,RENT,5416.67,755-759,4,929,0,1 year,755,0.0749
66430,7800,7800,36,credit_card,15.56%,FL,MORTGAGE,5000,680-684,8,12889,0,5 years,680,0.1311
40357,15000,15000,36,debt_consolidation,15.58%,WV,RENT,6666.67,680-684,11,23226,1,2 years,680,0.1527
68833,14125,14125,36,debt_consolidation,8.10%,NY,RENT,3000,670-674,6,8992,1,10+ years,670,0.1849
23553,8000,8000,36,credit_card,4.47%,CA,OWN,3936,780-784,7,5235,0,10+ years,780,0.0542
29165,4325,4325,36,credit_card,5.47%,FL,MORTGAGE,3691.67,715-719,9,5074,0,10+ years,715,0.0749
40616,15000,15000,36,car,9.73%,VA,RENT,3000,705-709,9,7005,1,4 years,705,0.1349
63687,12000,12000,36,debt_consolidation,28.01%,NY,RENT,2916.67,710-714,8,6913,0,3 years,710,0.1016
41195,6575,6575,36,debt_consolidation,4.39%,FL,MORTGAGE,7500,710-714,5,6670,0,8 years,710,0.089
78765,9000,9000,36,debt_consolidation,13.76%,CA,RENT,5166.67,710-714,10,6490,0,10+ years,710,0.1016
15631,4500,4500,36,credit_card,7.07%,OR,MORTGAGE,5250,710-714,10,9356,2,9 years,710,0.0888
9367,20000,19875,36,credit_card,13.38%,FL,MORTGAGE,10000,750-754,14,25668,1,8 years,750,0.1025
9658,1950,1950,36,other,15.08%,CA,RENT,2600,680-684,6,4100,1,3 years,680,0.1311
41411,35000,35000,36,debt_consolidation,17.17%,NY,MORTGAGE,39583.33,705-709,14,55965,2,10+ years,705,0.1629
92344,8000,8000,36,credit_card,16.22%,OK,RENT,4166.67,675-679,12,16838,0,5 years,675,0.1409
25040,15000,15000,36,medical,7.55%,CA,RENT,8750,740-744,6,6056,1,9 years,740,0.1059
20709,5650,5650,36,debt_consolidation,16.49%,GA,MORTGAGE,5100,700-704,6,9863,0,1 year,700,0.0766
89473,6800,6800,36,debt_consolidation,15.43%,NC,RENT,2708.33,680-684,5,2964,0,1 year,680,0.158
97353,3000,3000,36,other,28.74%,CA,MORTGAGE,7116.25,660-664,7,7416,0,10+ years,660,0.1905
76770,5675,5675,36,debt_consolidation,29.40%,CA,RENT,2333.33,705-709,6,9687,1,5 years,705,0.1114
11185,12000,12000,60,debt_consolidation,0.72%,KY,MORTGAGE,6500,670-674,4,1549,1,10+ years,670,0.1793
91147,11100,11100,36,debt_consolidation,12.03%,WA,MORTGAGE,2666.67,680-684,12,8990,0,10+ years,680,0.1531
77149,16000,16000,60,debt_consolidation,17.82%,NY,RENT,6666.67,690-694,16,11232,2,5 years,690,0.1905
29794,4800,4800,36,debt_consolidation,20.21%,IL,RENT,2666.67,710-714,5,3831,1,6 years,710,0.1059
68987,6200,6200,36,credit_card,20.52%,CA,RENT,1940,665-669,5,16850,0,n/a,665,0.1531
68857,6000,6000,36,credit_card,15.88%,CA,OWN,5166.67,710-714,13,8862,3,7 years,710,0.1016
17655,2250,2250,36,car,17.97%,GA,OWN,5833.33,680-684,12,14637,0,2 years,680,0.1036
11779,24000,14860.05,60,debt_consolidation,10.77%,OH,MORTGAGE,7750,715-719,11,2594,2,5 years,715,0.1361
60117,10000,10000,36,debt_consolidation,5.84%,PA,RENT,4333.33,695-699,6,4665,0,1 year,695,0.1212
101061,10000,10000,36,debt_consolidation,17.15%,AZ,MORTGAGE,10416.67,670-674,12,12492,4,10+ years,670,0.1409
95951,12000,12000,36,credit_card,6.10%,IL,MORTGAGE,4833.33,665-669,9,12025,0,9 years,665,0.1311
99334,12000,12000,36,debt_consolidation,18.32%,NC,RENT,3916.67,690-694,14,12134,0,8 years,690,0.1311
3079,20800,13796.59,36,credit_card,16.94%,TX,MORTGAGE,5833.33,750-754,11,14337,0,10+ years,750,0.1221
33181,8000,8000,36,debt_consolidation,17.10%,SC,MORTGAGE,7083,695-699,11,9345,3,4 years,695,0.1269
77578,10000,10000,36,debt_consolidation,11.98%,CA,RENT,4166.67,705-709,9,10979,0,4 years,705,0.1016
34744,6000,6000,36,debt_consolidation,7.64%,IL,MORTGAGE,5184.75,675-679,8,14422,0,2 years,675,0.1427
81395,4500,4500,36,debt_consolidation,14.32%,AZ,RENT,1250,675-679,8,6265,0,5 years,675,0.1212
27061,3600,3600,36,medical,15.72%,TX,RENT,2500,740-744,8,650,0,< 1 year,740,0.0749
70210,11200,11200,36,debt_consolidation,12.15%,FL,RENT,2666.67,675-679,9,5666,1,10+ years,675,0.158
10441,4000,3925,36,other,13.98%,VA,MORTGAGE,4700,695-699,7,19310,3,n/a,695,0.1149
24517,6000,6000,60,debt_consolidation,14.34%,KY,RENT,3458,690-694,6,2072,0,10+ years,690,0.1349
76286,17000,17000,36,debt_consolidation,15.33%,CO,MORTGAGE,10666.67,720-724,18,26539,1,10+ years,720,0.1311
94792,8000,8000,36,debt_consolidation,6.74%,UT,MORTGAGE,4583.33,665-669,13,9085,1,10+ years,665,0.1311
4921,2800,2800,36,educational,7.96%,MD,MORTGAGE,4158,805-809,12,562,0,8 years,805,0.074
56382,12375,12375,36,debt_consolidation,19.24%,PA,MORTGAGE,6750,790-794,11,8135,0,1 year,790,0.0603
96461,18825,18825,60,credit_card,33.15%,MI,MORTGAGE,3583.33,690-694,12,13426,0,8 years,690,0.1727
82091,9600,9600,36,debt_consolidation,23.62%,CO,MORTGAGE,4389.92,715-719,10,2195,1,8 years,715,0.1114
72589,14400,14400,36,credit_card,10.75%,CA,RENT,5000,680-684,13,19772,0,8 years,680,0.1311
14073,6000,6000,60,vacation,14.88%,NJ,OWN,4416.67,660-664,9,28349,3,10+ years,660,0.1756
48356,9000,9000,36,major_purchase,9.29%,NY,MORTGAGE,14166.67,770-774,13,40909,0,4 years,770,0.0603
14728,20000,19850,60,wedding,15.94%,NJ,RENT,4166.67,735-739,11,3202,0,3 years,735,0.1186
20698,15000,15000,36,house,22.69%,FL,MORTGAGE,3750,685-689,12,21016,0,10+ years,685,0.1306
94912,20000,20000,60,debt_consolidation,23.27%,WA,MORTGAGE,9166.67,735-739,24,53494,2,10+ years,735,0.1114
25018,13750,13750,60,medical,22.01%,FL,MORTGAGE,2916.67,665-669,7,4690,2,2 years,665,0.1969
103622,6000,6000,60,home_improvement,17.80%,VA,MORTGAGE,13625,675-679,10,26688,4,10+ years,675,0.1719
49201,20000,20000,36,debt_consolidation,10.32%,AR,MORTGAGE,10400,735-739,14,15626,0,2 years,735,0.079
25680,12800,12800,60,home_improvement,20.04%,NC,MORTGAGE,3333.33,720-724,13,24723,0,5 years,720,0.1149
71671,6000,6000,36,debt_consolidation,7.77%,NY,MORTGAGE,3666.67,780-784,19,6275,1,4 years,780,0.0603
39314,12000,12000,36,debt_consolidation,13.30%,CA,RENT,7166.67,735-739,16,13715,1,4 years,735,0.0751
96016,12500,12500,36,credit_card,27.76%,PA,RENT,3416.67,690-694,12,14174,0,6 years,690,0.1311
37380,5000,5000,36,other,5.33%,AZ,RENT,1800,665-669,2,1749,0,< 1 year,665,0.1758
72539,4950,4950,36,debt_consolidation,8.95%,FL,OWN,2916.67,675-679,11,7931,2,6 years,675,0.1433
63746,30000,30000,60,other,16.32%,CA,RENT,20416.67,755-759,6,0,0,2 years,755,0.1311
90871,10000,10000,36,debt_consolidation,13.81%,IL,MORTGAGE,6083.33,670-674,13,19263,1,8 years,670,0.1212
46022,6000,6000,36,debt_consolidation,11.89%,TX,MORTGAGE,14333.33,670-674,11,31640,1,10+ years,670,0.1465
46841,24000,24000,36,debt_consolidation,20.87%,TX,MORTGAGE,10166.67,750-754,15,29523,1,2 years,750,0.079
20801,14000,14000,60,debt_consolidation,10.40%,NJ,MORTGAGE,11333.33,745-749,6,27477,0,4 years,745,0.1
24542,6000,6000,36,credit_card,19.33%,IL,RENT,2100,715-719,8,2376,0,2 years,715,0.0749
76320,22400,22400,36,debt_consolidation,16.08%,PA,RENT,7375,690-694,8,9673,0,10+ years,690,0.1311
43622,8000,8000,36,vacation,0%,NY,RENT,7300,795-799,2,0,0,10+ years,795,0.079
63810,24575,24550,36,credit_card,19.28%,CO,MORTGAGE,5166.67,665-669,8,23157,0,10+ years,665,0.2049
104166,8000,8000,60,credit_card,6.29%,NJ,MORTGAGE,4833.33,675-679,8,9676,4,6 years,675,0.1483
93723,10000,10000,36,debt_consolidation,12.69%,FL,MORTGAGE,7916.67,670-674,11,8271,3,6 years,670,0.1433
38826,29000,27884.92,60,debt_consolidation,3.90%,NH,MORTGAGE,15000,745-749,12,55964,0,10+ years,745,0.1065
61123,5400,5400,36,credit_card,4.16%,SD,OWN,2333.33,805-809,9,4224,0,6 years,805,0.0603
75477,12375,12375,36,debt_consolidation,31%,PA,MORTGAGE,3500,735-739,16,14037,0,2 years,735,0.0662
54656,30000,30000,60,debt_consolidation,21.20%,GA,MORTGAGE,6666.67,720-724,14,32854,2,10+ years,720,0.1629
34996,5000,5000,36,major_purchase,2.92%,NY,RENT,3033,770-774,7,3663,0,8 years,770,0.0603
38741,6200,6200,60,credit_card,10.61%,WA,MORTGAGE,4250,670-674,9,5936,3,9 years,670,0.1864
29942,7000,7000,36,major_purchase,7.26%,PA,OWN,6280,750-754,14,353,0,4 years,750,0.0749
73179,29175,29175,60,credit_card,8.83%,MA,RENT,12500,695-699,9,15308,2,4 years,695,0.21
29754,35000,33645.15,60,debt_consolidation,6.01%,NY,MORTGAGE,16133.33,725-729,11,32222,0,2 years,725,0.1749
24598,6000,6000,60,debt_consolidation,9.04%,NY,RENT,2400,680-684,7,7261,2,2 years,680,0.1689
40139,35000,35000,60,debt_consolidation,12.79%,OK,MORTGAGE,12083.33,730-734,15,18385,0,< 1 year,730,0.1242
3201,16400,12136.46,36,small_business,17.43%,VA,MORTGAGE,6074.17,680-684,14,23831,2,1 year,680,0.1379
28230,8450,8450,60,major_purchase,12.73%,TX,MORTGAGE,1375,775-779,2,0,1,2 years,775,0.1349
51424,18000,18000,36,debt_consolidation,20.18%,WA,RENT,6916.67,665-669,15,23786,0,10+ years,665,0.1799
28451,12375,12325,36,debt_consolidation,24.95%,AZ,MORTGAGE,4416.67,675-679,7,32725,0,9 years,675,0.1349
30070,10000,10000,36,home_improvement,1.69%,CA,MORTGAGE,8000,795-799,6,8974,0,3 years,795,0.0542
87108,2000,2000,36,debt_consolidation,28.46%,MI,MORTGAGE,3513.33,680-684,18,23635,3,10+ years,680,0.1409
98762,12000,12000,60,debt_consolidation,12.94%,OH,MORTGAGE,2866.5,665-669,5,9626,1,10+ years,665,0.2198
60055,5000,5000,36,other,16.32%,MA,RENT,3750,740-744,6,1703,3,8 years,740,0.0762
34591,12000,12000,36,major_purchase,2.55%,MO,MORTGAGE,3416.67,785-789,6,3732,0,10+ years,785,0.0603
57677,6000,6000,36,home_improvement,12.98%,WY,MORTGAGE,10000,665-669,9,8230,0,5 years,665,0.1399
24590,13000,12975,60,home_improvement,8.77%,OH,MORTGAGE,10500,800-804,8,6810,0,10+ years,800,0.0999
96693,4750,4700,36,other,18.33%,FL,MORTGAGE,3583.33,755-759,11,2964,2,5 years,755,0.1727
71481,10000,9925,36,small_business,13.37%,OR,MORTGAGE,11250,665-669,13,16740,2,10+ years,665,0.1849
80956,1000,1000,36,moving,24.65%,NV,OWN,3176,675-679,6,10982,2,5 years,675,0.1531
92077,9600,9600,36,debt_consolidation,26.50%,TX,RENT,5166.67,670-674,14,5639,0,3 years,670,0.1629
72346,3625,3625,36,debt_consolidation,11.32%,FL,MORTGAGE,3895,665-669,9,12251,0,10+ years,665,0.1409
96897,10000,10000,36,debt_consolidation,8.11%,CO,OWN,3500,685-689,11,11401,1,10+ years,685,0.1311
34644,19425,19400,60,debt_consolidation,18.45%,CA,MORTGAGE,3225.23,745-749,10,6782,1,2 years,745,0.1242
56674,8400,8400,36,credit_card,17%,TX,RENT,4583.33,695-699,14,20318,2,5 years,695,0.1367
24980,10000,10000,36,debt_consolidation,18.14%,CA,RENT,4166.67,680-684,9,10545,1,3 years,680,0.1399
13069,6000,6000,36,debt_consolidation,22.47%,FL,MORTGAGE,9367,685-689,13,33815,0,1 year,685,0.1323
70800,10000,10000,36,debt_consolidation,25.01%,NV,RENT,4666.67,670-674,9,19479,0,10+ years,670,0.1433
54229,6000,6000,36,debt_consolidation,16.39%,NM,RENT,1312.08,675-679,7,12475,0,1 year,675,0.1212
89139,16000,16000,60,major_purchase,15.74%,NY,RENT,11250,675-679,10,15550,0,2 years,675,0.1531
91401,22000,21925,36,credit_card,18.02%,CA,MORTGAGE,8666.67,660-664,12,9317,2,10+ years,660,0.1727
15083,25000,24950,36,credit_card,8.33%,CA,MORTGAGE,12500,670-674,3,26057,0,10+ years,670,0.2127
84592,13200,13200,36,credit_card,9.07%,CA,MORTGAGE,5083.33,665-669,5,10771,0,10+ years,665,0.1972
16548,24000,14450,60,debt_consolidation,8.08%,AL,MORTGAGE,8083.33,765-769,9,13559,0,10+ years,765,0.0999
3591,12250,2200,36,debt_consolidation,23.80%,GA,MORTGAGE,7416.67,660-664,13,19136,1,8 years,660,0.1505
91669,21000,21000,60,debt_consolidation,16.18%,NY,MORTGAGE,7083.33,705-709,8,22298,1,9 years,705,0.1114
66349,9000,9000,36,credit_card,15.36%,CO,MORTGAGE,7083.33,685-689,19,11077,1,2 years,685,0.1433
59388,5000,5000,36,credit_card,18.30%,OH,RENT,4665.83,690-694,21,4677,0,4 years,690,0.1114
44394,35000,34975,36,debt_consolidation,17.90%,LA,OWN,8750,775-779,8,31600,3,< 1 year,775,0.089
85008,20000,20000,60,credit_card,25.48%,NY,OTHER,6416.67,670-674,15,14115,0,10+ years,670,0.2198
91394,12000,11975,36,debt_consolidation,12.78%,VA,RENT,10000,705-709,9,23474,0,< 1 year,705,0.079
40061,10000,10000,36,credit_card,22.08%,NY,RENT,6000,680-684,8,11088,0,3 years,680,0.1349
9216,10750,10725,36,debt_consolidation,14.02%,MI,MORTGAGE,4416.67,685-689,6,11525,0,10+ years,685,0.1311
17731,4000,3975,36,moving,22.09%,CA,RENT,5600,680-684,8,7900,1,5 years,680,0.1483
84394,10450,10450,36,debt_consolidation,21.33%,TX,RENT,2658.83,705-709,10,13371,1,10+ years,705,0.1311
74496,3000,2950,36,home_improvement,16.80%,NY,MORTGAGE,4166.67,725-729,4,8082,0,3 years,725,0.089
78960,11000,11000,36,debt_consolidation,5.83%,CA,MORTGAGE,4583.33,695-699,11,12361,0,10+ years,695,0.1212
76662,7500,7500,36,debt_consolidation,8.04%,NJ,RENT,2796.8,690-694,4,4788,0,7 years,690,0.1311
11174,7350,7325,36,debt_consolidation,20.15%,OR,MORTGAGE,4000,710-714,17,33178,0,4 years,710,0.1112
44650,10000,10000,36,debt_consolidation,10.42%,NY,RENT,5000,720-724,6,5510,2,3 years,720,0.1074
44434,8000,8000,36,other,12.20%,MI,RENT,1750,665-669,9,5828,0,4 years,665,0.1727
78935,33600,33600,60,debt_consolidation,19.11%,UT,RENT,7666.67,660-664,18,12337,0,10+ years,660,0.2383
36760,12000,12000,60,credit_card,16.85%,VA,RENT,4333.33,700-704,15,17997,1,< 1 year,700,0.1527
28305,5000,5000,60,car,16.71%,PA,RENT,2400,670-674,6,2023,1,3 years,670,0.1749
83591,10000,10000,36,credit_card,11.64%,VA,MORTGAGE,12083.33,715-719,14,38378,1,2 years,715,0.1114
84575,2075,2075,36,debt_consolidation,22%,SC,RENT,2250,700-704,5,7195,0,2 years,700,0.1016
103448,16000,15825,36,credit_card,20.30%,TX,MORTGAGE,6250,665-669,18,30772,5,1 year,665,0.1682
60833,6000,6000,36,credit_card,30.82%,CT,MORTGAGE,4166.67,695-699,8,13250,1,n/a,695,0.1212
55999,8600,8600,36,credit_card,9.09%,CA,RENT,4500,680-684,6,11183,0,5 years,680,0.1399
80302,16800,16800,60,debt_consolidation,3.34%,FL,MORTGAGE,10666.67,815-819,7,4757,0,10+ years,815,0.079
44003,7200,7200,36,medical,4.43%,NJ,RENT,3000,755-759,6,75,1,6 years,755,0.0751
72532,9000,9000,36,wedding,24.88%,CA,MORTGAGE,5000,700-704,12,4621,3,6 years,700,0.1311
6211,10000,9767.84,36,debt_consolidation,21.28%,GA,MORTGAGE,8333.33,715-719,24,9470,1,< 1 year,715,0.1287
77113,11350,11350,36,debt_consolidation,27.41%,AZ,RENT,2783.33,675-679,14,11031,0,< 1 year,675,0.1409
71064,6000,6000,60,home_improvement,11.20%,TX,MORTGAGE,8750,685-689,5,10980,2,6 years,685,0.1727
62035,4000,4000,36,small_business,18.44%,AL,RENT,2250,680-684,7,1955,0,< 1 year,680,0.1212
46097,6400,6400,36,debt_consolidation,19.23%,DC,RENT,3833.33,690-694,13,10451,0,< 1 year,690,0.1074
50231,3000,3000,36,debt_consolidation,23.18%,AL,MORTGAGE,4820,660-664,23,7949,3,7 years,660,0.1825
15543,1125,1125,36,credit_card,17.68%,FL,OWN,3083.33,750-754,8,3935,0,6 years,750,0.0579
47985,28000,27950,60,small_business,0%,CO,RENT,4806,795-799,6,0,1,4 years,795,0.1311
90988,6000,6000,36,credit_card,24.57%,CA,RENT,6666.67,685-689,22,6462,0,2 years,685,0.089
84341,5000,5000,36,other,6.11%,TX,MORTGAGE,5416.67,795-799,13,4956,0,8 years,795,0.0603
39507,20000,19975,60,debt_consolidation,20.91%,AK,OWN,4916.67,665-669,16,32137,2,10+ years,665,0.203
31960,9200,9200,36,credit_card,21.52%,PA,RENT,2416.67,730-734,10,21323,1,10+ years,730,0.0749
84317,35000,35000,60,other,12.02%,CA,MORTGAGE,20833.33,740-744,13,40765,0,5 years,740,0.1311
77987,18000,18000,60,debt_consolidation,29.25%,CA,RENT,3750,675-679,18,8165,0,6 years,675,0.2049
29223,8250,8250,36,credit_card,24.19%,CO,RENT,2100,720-724,7,9469,0,1 year,720,0.0749
26120,1200,1200,36,other,17.88%,AL,OWN,1666.67,710-714,10,9154,0,10+ years,710,0.0749
20433,10000,10000,36,credit_card,17.96%,NY,RENT,7500,705-709,8,52045,0,10+ years,705,0.0963
92965,35000,35000,60,debt_consolidation,15.30%,MA,MORTGAGE,9000,700-704,8,41226,1,10+ years,700,0.1727
71638,18000,18000,36,debt_consolidation,15.56%,NM,MORTGAGE,6666.67,690-694,10,21174,0,10+ years,690,0.1531
29100,20000,19975,60,debt_consolidation,15.61%,MD,MORTGAGE,7000,705-709,6,20642,2,10+ years,705,0.1839
68581,5500,5500,36,credit_card,32.16%,PA,OWN,1666.67,690-694,7,8826,0,3 years,690,0.1114
