Logit.Interest.Rate,Intercept,Amount.Requested,FICO.Score,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
0,1,16350,730,36,credit_card,25.03%,MN,OWN,4541.67,730-734,7,25731,0,9 years
0,1,2000,730,36,other,16.73%,CA,RENT,1500,730-734,5,2925,0,4 years
0,1,12500,730,36,debt_consolidation,14.07%,MD,RENT,8237.5,730-734,15,13261,0,6 years
0,1,15000,730,36,credit_card,21.54%,NY,OWN,5000,730-734,8,21555,0,2 years
0,1,6000,730,36,debt_consolidation,9.33%,CA,RENT,8315.67,730-734,8,6239,0,2 years
0,1,1000,730,36,renewable_energy,0%,GA,MORTGAGE,1800,730-734,2,0,1,< 1 year
0,1,10000,730,36,debt_consolidation,17.04%,KY,MORTGAGE,4500,730-734,8,6948,2,4 years
0,1,25000,730,36,debt_consolidation,15.38%,FL,RENT,5500,730-734,9,11395,0,3 years
0,1,6500,730,36,credit_card,22.84%,TX,MORTGAGE,6400,730-734,11,7435,0,8 years
0,1,18000,730,36,credit_card,18.36%,GA,RENT,5833.33,730-734,16,12522,0,< 1 year
0,1,10000,730,36,car,8.83%,TX,RENT,4166.67,730-734,5,6381,0,1 year
0,1,10000,730,36,medical,4.70%,NY,RENT,6083.33,730-734,10,7337,1,3 years
0,1,21000,730,36,credit_card,14.08%,CA,RENT,6250,730-734,8,21102,0,2 years
0,1,5000,730,60,credit_card,10.80%,CA,RENT,6400,730-734,8,5783,0,< 1 year
0,1,5350,730,36,home_improvement,16.45%,NJ,MORTGAGE,11250,730-734,11,19184,3,8 years
0,1,13000,730,36,credit_card,15.60%,CA,RENT,2333.33,730-734,12,4487,3,5 years
0,1,7550,730,36,wedding,14.61%,AZ,MORTGAGE,2512,730-734,7,2814,0,5 years
0,1,16800,730,60,debt_consolidation,13.42%,MN,MORTGAGE,5416.67,730-734,10,7258,3,3 years
0,1,11875,730,36,debt_consolidation,22.52%,OR,MORTGAGE,6000,730-734,11,28210,2,10+ years
0,1,14000,730,36,credit_card,21.69%,IL,RENT,3162.25,730-734,12,13579,0,9 years
0,1,8000,730,36,car,2.86%,CT,MORTGAGE,5666.67,730-734,7,5964,0,10+ years
0,1,5000,730,36,home_improvement,6.62%,NC,MORTGAGE,3125,730-734,4,7187,1,1 year
0,1,19000,730,60,credit_card,13.79%,NJ,MORTGAGE,4791.67,730-734,9,16348,0,5 years
0,1,10000,730,36,debt_consolidation,5.91%,GA,MORTGAGE,7500,730-734,16,18343,0,7 years
0,1,11575,730,36,debt_consolidation,17.47%,TX,MORTGAGE,2833.33,730-734,8,5654,0,10+ years
0,1,17475,730,36,credit_card,17.76%,NJ,RENT,3333.33,730-734,15,17261,1,2 years
0,1,2200,730,36,major_purchase,24.15%,GA,MORTGAGE,3400,730-734,6,1453,0,5 years
0,1,14000,730,36,debt_consolidation,9.26%,GA,MORTGAGE,8333.33,730-734,8,40267,1,10+ years
0,1,11425,730,36,debt_consolidation,19.47%,FL,MORTGAGE,4750,730-734,9,6359,3,8 years
0,1,5425,730,36,debt_consolidation,21.16%,WV,MORTGAGE,6333.33,730-734,21,25996,3,10+ years
0,1,6250,730,36,credit_card,23.97%,AR,MORTGAGE,2900,730-734,13,21536,0,2 years
0,1,10000,730,36,home_improvement,17.05%,FL,RENT,6916.67,730-734,6,10302,0,3 years
0,1,20000,730,36,debt_consolidation,11.01%,MD,MORTGAGE,7083.33,730-734,13,28324,2,10+ years
0,1,8000,730,36,credit_card,8.12%,FL,RENT,5417,730-734,5,43799,2,1 year
0,1,5375,730,36,debt_consolidation,20.93%,NV,RENT,3000,730-734,7,5640,0,3 years
0,1,5000,730,36,debt_consolidation,1.92%,NJ,RENT,2600,730-734,13,814,0,8 years
0,1,10000,730,36,debt_consolidation,13.98%,NJ,MORTGAGE,5916.67,730-734,8,6639,4,1 year
0,1,10000,730,36,credit_card,0.33%,NJ,RENT,13750,730-734,5,45,0,2 years
0,1,6000,730,36,vacation,9.60%,PA,MORTGAGE,5500,730-734,6,790,1,3 years
0,1,10000,730,36,major_purchase,12.80%,NJ,RENT,6666.67,730-734,11,9261,0,1 year
0,1,5600,730,36,major_purchase,20.21%,CA,RENT,3166.67,730-734,12,32987,0,6 years
0,1,20000,730,36,credit_card,13.59%,CA,RENT,7258.33,730-734,5,14268,0,9 years
0,1,15000,730,36,debt_consolidation,14.66%,MA,RENT,5150,730-734,9,5116,2,2 years
0,1,2500,730,36,home_improvement,10.96%,MD,MORTGAGE,6166.67,730-734,14,24495,0,10+ years
0,1,9000,730,36,debt_consolidation,7.33%,CA,RENT,12500,730-734,4,12964,0,5 years
0,1,12500,730,36,credit_card,12.21%,TX,RENT,4333.33,730-734,6,12568,2,8 years
0,1,18000,730,36,home_improvement,12.79%,NV,MORTGAGE,10500,730-734,15,4856,2,< 1 year
0,1,12000,730,60,small_business,14.12%,GA,MORTGAGE,6666.67,730-734,10,6969,1,4 years
0,1,2000,730,36,car,23.70%,MI,OWN,3000,730-734,5,2117,1,10+ years
0,1,12000,730,36,home_improvement,21.99%,MN,MORTGAGE,5416.67,730-734,8,28146,0,10+ years
0,1,14600,730,36,credit_card,29.51%,FL,OWN,2500,730-734,14,23616,1,2 years
0,1,5000,730,36,debt_consolidation,12.85%,PA,OWN,6666.67,730-734,18,9597,2,3 years
0,1,7200,730,36,car,7.97%,CA,RENT,8333.33,730-734,12,25430,0,6 years
0,1,3000,730,36,debt_consolidation,12.85%,PA,RENT,4916.67,730-734,8,3210,0,5 years
0,1,7300,730,36,credit_card,20.11%,GA,MORTGAGE,3416.67,730-734,14,23030,0,4 years
0,1,8450,730,36,debt_consolidation,10.93%,PA,RENT,3000,730-734,6,7603,1,3 years
0,1,15000,730,60,debt_consolidation,16.38%,MA,MORTGAGE,6166.67,730-734,6,42971,0,10+ years
0,1,28000,730,36,debt_consolidation,19.21%,OH,MORTGAGE,14166.67,730-734,10,49026,0,10+ years
0,1,25000,730,36,debt_consolidation,7.43%,TX,MORTGAGE,5250,730-734,9,18318,4,10+ years
0,1,12000,730,36,credit_card,10.86%,WA,RENT,12500,730-734,12,15445,0,3 years
0,1,28000,730,36,credit_card,12.19%,CA,RENT,11250,730-734,10,40302,1,10+ years
0,1,9200,730,36,credit_card,21.52%,PA,RENT,2416.67,730-734,10,21323,1,10+ years
0,1,5000,730,36,educational,11.81%,AZ,MORTGAGE,9166.67,730-734,16,23658,2,10+ years
0,1,5000,730,36,credit_card,16.89%,NJ,MORTGAGE,6706.41,730-734,19,43734,1,8 years
0,1,10000,730,36,debt_consolidation,9.68%,NY,OWN,8333.33,730-734,5,35968,1,10+ years
0,1,9800,730,36,credit_card,8.96%,OR,RENT,2333.33,730-734,8,11459,0,5 years
0,1,17500,730,36,debt_consolidation,10.94%,UT,MORTGAGE,25000,730-734,9,34545,0,6 years
1,1,25975,735,60,house,15.51%,WA,MORTGAGE,4583.33,735-739,6,3607,0,9 years
1,1,25000,735,60,debt_consolidation,21.18%,MA,MORTGAGE,5458.33,735-739,26,27327,1,6 years
1,1,16000,735,60,small_business,7.78%,PA,RENT,4166.67,735-739,6,4240,3,2 years
1,1,13000,735,36,debt_consolidation,10.58%,NH,RENT,5000,735-739,3,11090,1,1 year
1,1,35000,735,36,debt_consolidation,21.12%,CT,MORTGAGE,13750,735-739,38,99549,2,10+ years
1,1,27000,735,60,home_improvement,18.28%,FL,OWN,4833.33,735-739,18,12588,1,7 years
1,1,30000,735,60,major_purchase,20.28%,NY,RENT,13666.67,735-739,14,39059,1,1 year
1,1,17500,735,60,debt_consolidation,23.03%,MD,RENT,3500,735-739,6,17734,0,< 1 year
1,1,20000,735,60,debt_consolidation,17.96%,RI,MORTGAGE,4500,735-739,13,22946,1,10+ years
1,1,35000,735,60,home_improvement,26.19%,FL,MORTGAGE,6308.75,735-739,14,34883,0,10+ years
1,1,25000,735,36,other,4.14%,MI,MORTGAGE,11500,735-739,4,6578,0,< 1 year
1,1,25000,735,60,debt_consolidation,20.11%,TX,MORTGAGE,6666.67,735-739,11,33084,0,10+ years
0,1,20000,735,36,debt_consolidation,14.90%,SC,MORTGAGE,6541.67,735-739,14,14272,2,< 1 year
0,1,35000,735,36,debt_consolidation,20.46%,CT,RENT,9166.67,735-739,19,21536,0,1 year
0,1,17000,735,36,debt_consolidation,12.70%,GA,RENT,4583.33,735-739,5,3644,1,6 years
0,1,12000,735,36,debt_consolidation,2.37%,MD,MORTGAGE,12500,735-739,13,10944,0,5 years
0,1,5000,735,36,credit_card,3.33%,RI,RENT,9000,735-739,3,12297,0,10+ years
0,1,35000,735,36,debt_consolidation,14.62%,CA,RENT,10416.67,735-739,9,21321,0,10+ years
0,1,10000,735,36,debt_consolidation,13.77%,OK,MORTGAGE,4190,735-739,6,1251,1,< 1 year
0,1,12000,735,36,debt_consolidation,11.91%,MD,RENT,7500,735-739,18,33702,1,10+ years
0,1,14500,735,36,credit_card,11.96%,IL,RENT,4500,735-739,8,16398,0,6 years
0,1,10000,735,36,debt_consolidation,7.43%,CA,RENT,3833.33,735-739,3,10187,0,10+ years
0,1,10000,735,36,home_improvement,7.94%,CA,MORTGAGE,5833.33,735-739,12,3181,0,8 years
0,1,15000,735,36,debt_consolidation,16.87%,IL,MORTGAGE,6312,735-739,17,14339,2,2 years
0,1,3000,735,36,major_purchase,11.31%,CT,RENT,3500,735-739,9,0,2,3 years
0,1,9500,735,36,debt_consolidation,19.28%,GA,MORTGAGE,3583.33,735-739,8,5240,0,10+ years
0,1,1900,735,36,debt_consolidation,19.27%,PA,MORTGAGE,6000,735-739,12,18397,2,10+ years
0,1,20000,735,36,debt_consolidation,15.16%,CO,RENT,9208,735-739,10,20965,0,3 years
0,1,3600,735,36,credit_card,26.21%,OH,MORTGAGE,4166.67,735-739,19,25,2,3 years
0,1,11600,735,36,debt_consolidation,8.62%,CA,RENT,5833.33,735-739,8,2671,1,< 1 year
0,1,11000,735,36,debt_consolidation,12.35%,NY,OWN,7666.67,735-739,6,12461,1,7 years
0,1,5000,735,60,car,9.28%,FL,RENT,4000,735-739,6,3448,0,< 1 year
0,1,10000,735,36,home_improvement,3.16%,NY,RENT,13166.67,735-739,13,5643,0,2 years
0,1,24925,735,60,debt_consolidation,24.80%,IN,MORTGAGE,6250,735-739,20,19245,0,4 years
0,1,10000,735,36,medical,13.26%,MN,MORTGAGE,7416.67,735-739,12,16297,2,10+ years
0,1,4800,735,36,car,11.71%,NJ,RENT,2800,735-739,6,9228,0,3 years
0,1,5000,735,36,debt_consolidation,3.04%,NY,OWN,2500,735-739,5,4864,0,3 years
0,1,7000,735,36,debt_consolidation,17.15%,CA,RENT,4583.33,735-739,13,6897,0,5 years
0,1,14000,735,36,major_purchase,10.68%,FL,MORTGAGE,21666.67,735-739,14,13850,3,1 year
0,1,10000,735,36,debt_consolidation,7.77%,AZ,RENT,3166.67,735-739,4,0,0,1 year
0,1,4200,735,36,debt_consolidation,6.75%,IL,OWN,10416.67,735-739,15,10819,1,2 years
0,1,16000,735,36,credit_card,10.30%,FL,RENT,5416.67,735-739,15,15119,0,6 years
0,1,6400,735,36,major_purchase,9.58%,IL,RENT,6400,735-739,11,12306,1,< 1 year
0,1,12300,735,36,debt_consolidation,22.29%,FL,RENT,3750,735-739,6,27282,1,7 years
0,1,1750,735,36,debt_consolidation,23.35%,VA,MORTGAGE,2000,735-739,13,13826,5,10+ years
0,1,8000,735,36,other,15.10%,FL,OWN,3833.33,735-739,4,13415,0,6 years
0,1,17000,735,36,car,27.41%,CA,RENT,3083.33,735-739,12,16756,0,10+ years
0,1,20000,735,36,debt_consolidation,3.18%,NC,MORTGAGE,17500,735-739,6,28579,2,8 years
0,1,7300,735,36,credit_card,11.78%,FL,RENT,3090.5,735-739,5,13459,0,7 years
0,1,35000,735,36,debt_consolidation,8.96%,MD,MORTGAGE,18750,735-739,13,18528,3,6 years
0,1,8000,735,36,credit_card,13.40%,FL,MORTGAGE,7000,735-739,3,175087,1,10+ years
0,1,20000,735,60,wedding,15.94%,NJ,RENT,4166.67,735-739,11,3202,0,3 years
0,1,20000,735,60,debt_consolidation,23.27%,WA,MORTGAGE,9166.67,735-739,24,53494,2,10+ years
0,1,20000,735,36,debt_consolidation,10.32%,AR,MORTGAGE,10400,735-739,14,15626,0,2 years
0,1,12000,735,36,debt_consolidation,13.30%,CA,RENT,7166.67,735-739,16,13715,1,4 years
0,1,12375,735,36,debt_consolidation,31%,PA,MORTGAGE,3500,735-739,16,14037,0,2 years
0,1,18000,735,36,debt_consolidation,10.75%,CA,MORTGAGE,7916.67,735-739,13,14007,2,7 years
0,1,3600,735,36,credit_card,9.35%,TX,RENT,2000,735-739,17,1710,0,1 year
0,1,12000,735,60,home_improvement,4.04%,NY,MORTGAGE,3416.67,735-739,10,6935,0,< 1 year
0,1,5600,735,36,credit_card,8.34%,NJ,MORTGAGE,3250,735-739,9,2639,1,5 years
0,1,9500,735,36,debt_consolidation,27.72%,CO,OWN,5000,735-739,4,18393,1,6 years
0,1,6000,735,36,major_purchase,11.55%,PA,RENT,2917,735-739,4,1003,2,1 year
0,1,3600,735,36,major_purchase,1.41%,CA,MORTGAGE,5666.67,735-739,6,2907,0,10+ years
0,1,15000,735,36,debt_consolidation,13.59%,CA,MORTGAGE,9583.33,735-739,10,13427,3,5 years
0,1,15000,735,36,credit_card,22.24%,CA,RENT,2666.67,735-739,15,11105,0,< 1 year
1,1,4750,740,60,debt_consolidation,23.48%,SC,RENT,1500,740-744,11,1687,3,< 1 year
1,1,28625,740,60,debt_consolidation,21.31%,TX,MORTGAGE,4833.33,740-744,9,35863,0,5 years
1,1,24250,740,36,debt_consolidation,17.65%,CA,MORTGAGE,8910.42,740-744,16,81940,0,10+ years
1,1,8800,740,60,major_purchase,2.88%,AZ,MORTGAGE,2500,740-744,3,607,0,2 years
1,1,24250,740,36,debt_consolidation,21.90%,NY,OWN,5000,740-744,15,100842,1,< 1 year
1,1,24000,740,60,home_improvement,15.54%,NC,MORTGAGE,8333.33,740-744,24,56984,0,n/a
1,1,18000,740,60,debt_consolidation,28.35%,MD,MORTGAGE,13333.33,740-744,23,39592,0,< 1 year
1,1,20375,740,60,debt_consolidation,22.67%,CA,MORTGAGE,5416.67,740-744,17,20980,2,10+ years
1,1,19050,740,60,debt_consolidation,11.08%,CA,MORTGAGE,5000,740-744,16,19988,4,3 years
1,1,25000,740,60,debt_consolidation,28.15%,NY,RENT,7250,740-744,14,19598,0,6 years
1,1,35000,740,60,other,12.02%,CA,MORTGAGE,20833.33,740-744,13,40765,0,5 years
1,1,16000,740,60,home_improvement,21.54%,MD,OWN,8903.25,740-744,18,18898,1,10+ years
0,1,14000,740,60,debt_consolidation,11.95%,OH,RENT,4333.33,740-744,6,7419,0,9 years
0,1,12000,740,36,credit_card,21.66%,NC,RENT,5250,740-744,11,20639,0,< 1 year
0,1,3200,740,36,debt_consolidation,6.51%,MA,RENT,4500,740-744,7,3198,0,5 years
0,1,15000,740,36,debt_consolidation,18.62%,PA,MORTGAGE,4500,740-744,10,17212,0,7 years
0,1,5300,740,36,debt_consolidation,8.47%,UT,MORTGAGE,8333.33,740-744,5,73258,1,3 years
0,1,6200,740,36,other,19.10%,WI,RENT,5000,740-744,17,9367,0,1 year
0,1,20000,740,36,debt_consolidation,11.37%,NY,RENT,8416.67,740-744,10,12283,0,3 years
0,1,16000,740,36,debt_consolidation,2.23%,CA,MORTGAGE,7083.33,740-744,11,3076,0,5 years
0,1,10000,740,36,debt_consolidation,19.05%,WA,MORTGAGE,5208.33,740-744,8,28302,0,10+ years
0,1,5000,740,36,debt_consolidation,8.43%,OH,MORTGAGE,2916.67,740-744,6,12444,1,10+ years
0,1,9000,740,36,other,16.14%,MT,RENT,3333.33,740-744,10,8689,0,6 years
0,1,20000,740,36,home_improvement,2.89%,AL,MORTGAGE,5050,740-744,6,6863,4,10+ years
0,1,17000,740,36,debt_consolidation,23.60%,NJ,RENT,5416.67,740-744,16,5992,4,10+ years
0,1,12300,740,36,debt_consolidation,7.15%,VA,RENT,6666.67,740-744,10,10976,0,10+ years
0,1,9600,740,36,other,9.66%,RI,RENT,6048,740-744,7,15700,0,7 years
0,1,12000,740,36,credit_card,9.46%,CA,MORTGAGE,5833.33,740-744,9,12028,0,8 years
0,1,8500,740,36,debt_consolidation,4.90%,CA,MORTGAGE,4166.67,740-744,8,7114,0,10+ years
0,1,12000,740,36,debt_consolidation,13.31%,NY,MORTGAGE,5416.67,740-744,8,9993,2,3 years
0,1,3300,740,36,home_improvement,11.04%,NC,MORTGAGE,2500,740-744,9,11144,0,2 years
0,1,35000,740,36,home_improvement,9.30%,PA,MORTGAGE,8300,740-744,7,4421,1,10+ years
0,1,13250,740,36,debt_consolidation,22.64%,CO,RENT,2500,740-744,7,12957,0,< 1 year
0,1,6500,740,36,credit_card,31.45%,CO,MORTGAGE,6000,740-744,14,61865,2,< 1 year
0,1,23400,740,36,debt_consolidation,15.66%,TX,RENT,5580,740-744,6,2086,0,1 year
0,1,3800,740,36,credit_card,3.18%,NY,RENT,3583.33,740-744,9,3766,0,4 years
0,1,13000,740,60,home_improvement,21.70%,GA,MORTGAGE,6517,740-744,14,4663,0,3 years
0,1,6500,740,36,debt_consolidation,5.43%,PA,MORTGAGE,3333,740-744,9,9830,5,10+ years
0,1,13600,740,36,home_improvement,12.61%,CA,MORTGAGE,6250,740-744,7,14524,0,n/a
0,1,30000,740,36,debt_consolidation,26.65%,CA,RENT,6666.67,740-744,7,10472,0,< 1 year
0,1,20000,740,60,debt_consolidation,20.24%,IL,MORTGAGE,4500,740-744,15,26424,0,10+ years
0,1,12000,740,36,debt_consolidation,13.40%,CA,RENT,5416.67,740-744,13,13953,0,2 years
0,1,15000,740,36,medical,7.55%,CA,RENT,8750,740-744,6,6056,1,9 years
0,1,3600,740,36,medical,15.72%,TX,RENT,2500,740-744,8,650,0,< 1 year
0,1,5000,740,36,other,16.32%,MA,RENT,3750,740-744,6,1703,3,8 years
0,1,5600,740,36,debt_consolidation,24.74%,WA,RENT,2583,740-744,6,2454,1,2 years
0,1,15000,740,36,debt_consolidation,8.56%,MO,RENT,7500,740-744,8,8343,1,< 1 year
0,1,1450,740,36,other,22.20%,MA,RENT,833.33,740-744,9,709,0,n/a
0,1,6600,740,36,other,1.84%,FL,OWN,2667,740-744,16,4889,1,< 1 year
0,1,5000,740,36,educational,13.27%,NY,OWN,4166.67,740-744,5,4676,0,3 years
0,1,12000,740,36,small_business,27.15%,NC,RENT,6250,740-744,7,59089,0,2 years
0,1,24000,740,36,home_improvement,19.27%,GA,MORTGAGE,12500,740-744,11,45989,0,10+ years
0,1,11400,740,36,debt_consolidation,14.27%,CA,MORTGAGE,5641.67,740-744,9,11092,1,10+ years
1,1,19200,745,60,other,3.45%,IL,MORTGAGE,8333.33,745-749,14,50625,3,2 years
1,1,25000,745,60,debt_consolidation,3.98%,NY,RENT,5666.67,745-749,6,11079,0,3 years
1,1,26500,745,36,home_improvement,13.99%,CA,RENT,5833.33,745-749,8,64504,2,5 years
1,1,8000,745,36,major_purchase,1.24%,MA,RENT,1125,745-749,2,707,0,2 years
1,1,16000,745,60,major_purchase,6.80%,CA,MORTGAGE,5000,745-749,10,1132,2,< 1 year
1,1,35000,745,60,debt_consolidation,16.84%,LA,RENT,5416.67,745-749,5,39934,0,1 year
1,1,20950,745,60,major_purchase,8.90%,IL,RENT,6666.67,745-749,7,5680,1,1 year
1,1,1625,745,36,major_purchase,4.32%,TX,OWN,1666.67,745-749,3,1759,4,3 years
1,1,19425,745,60,debt_consolidation,18.45%,CA,MORTGAGE,3225.23,745-749,10,6782,1,2 years
1,1,19600,745,60,debt_consolidation,22.99%,AZ,RENT,4166.67,745-749,9,14783,2,< 1 year
1,1,20000,745,60,debt_consolidation,21.33%,MO,OWN,4167,745-749,8,11372,3,9 years
1,1,25000,745,60,debt_consolidation,19.97%,CO,OWN,4166.67,745-749,4,17849,0,3 years
0,1,4000,745,36,home_improvement,15%,CT,RENT,4234,745-749,5,587,1,2 years
0,1,10000,745,36,debt_consolidation,6.49%,GA,MORTGAGE,12500,745-749,17,75629,0,1 year
0,1,8400,745,36,renewable_energy,13.30%,MD,RENT,3000,745-749,9,6998,1,1 year
0,1,8500,745,36,home_improvement,12.33%,MO,MORTGAGE,6100,745-749,17,6370,0,10+ years
0,1,2000,745,36,moving,18.35%,WA,RENT,5733.58,745-749,9,21998,0,3 years
0,1,20000,745,60,debt_consolidation,10.98%,IL,MORTGAGE,5416.67,745-749,10,20836,0,10+ years
0,1,15000,745,60,debt_consolidation,11.95%,AZ,MORTGAGE,1958.33,745-749,8,3584,1,2 years
0,1,7350,745,60,debt_consolidation,29.82%,WA,MORTGAGE,5000,745-749,15,15093,1,4 years
0,1,14000,745,36,debt_consolidation,14.67%,CA,RENT,7500,745-749,12,16648,0,10+ years
0,1,2000,745,36,major_purchase,2.63%,CA,RENT,1600,745-749,9,736,0,3 years
0,1,21000,745,36,home_improvement,21.28%,CA,OWN,18333.33,745-749,31,270800,5,2 years
0,1,2500,745,60,other,2.15%,MD,OWN,3958,745-749,4,3417,0,2 years
0,1,5000,745,36,major_purchase,8.51%,AL,MORTGAGE,3750,745-749,12,3998,0,6 years
0,1,3600,745,36,debt_consolidation,3.27%,NV,RENT,1558.33,745-749,4,1594,0,3 years
0,1,14400,745,36,wedding,17.89%,FL,RENT,13100,745-749,11,14550,0,4 years
0,1,12300,745,36,debt_consolidation,22.14%,OH,MORTGAGE,4738.67,745-749,18,10666,2,5 years
0,1,17000,745,60,debt_consolidation,12.69%,NC,MORTGAGE,4666.67,745-749,17,11677,2,10+ years
0,1,18000,745,36,debt_consolidation,22.30%,OH,MORTGAGE,6000,745-749,16,23518,2,9 years
0,1,20000,745,36,debt_consolidation,23.52%,AL,MORTGAGE,4166.67,745-749,11,24123,1,< 1 year
0,1,7000,745,36,home_improvement,1.68%,CO,RENT,2375,745-749,3,922,0,< 1 year
0,1,20000,745,60,debt_consolidation,24.02%,KS,OWN,5200,745-749,11,15709,0,10+ years
0,1,5000,745,36,home_improvement,16.45%,VA,MORTGAGE,18750,745-749,10,129071,0,10+ years
0,1,12000,745,36,other,9.12%,WA,MORTGAGE,6250,745-749,8,5212,2,1 year
0,1,10375,745,36,debt_consolidation,27.64%,MD,MORTGAGE,4500,745-749,7,0,0,5 years
0,1,3000,745,36,small_business,8.49%,CO,RENT,5416.67,745-749,13,10380,1,1 year
0,1,3825,745,36,small_business,3.72%,NY,RENT,3333.33,745-749,3,5106,0,5 years
0,1,12000,745,36,debt_consolidation,4.73%,WA,MORTGAGE,7083.33,745-749,9,6578,1,10+ years
0,1,11700,745,36,debt_consolidation,12.13%,MO,MORTGAGE,4583.33,745-749,13,26769,1,10+ years
0,1,15800,745,36,debt_consolidation,21.88%,OK,OWN,8333.33,745-749,7,29860,0,< 1 year
0,1,7500,745,36,credit_card,20.91%,VA,MORTGAGE,7500,745-749,12,120338,0,2 years
0,1,8000,745,36,credit_card,21.95%,IL,MORTGAGE,3666.67,745-749,11,17907,1,10+ years
0,1,16750,745,36,debt_consolidation,20.70%,TX,MORTGAGE,3778.67,745-749,9,22352,0,10+ years
0,1,14000,745,36,credit_card,28.82%,NY,RENT,4250,745-749,16,1850,1,8 years
0,1,3250,745,36,credit_card,3.12%,CA,RENT,2083.33,745-749,6,2114,1,3 years
0,1,12000,745,36,debt_consolidation,8.36%,CA,RENT,4500,745-749,12,8422,0,10+ years
0,1,7000,745,36,debt_consolidation,8.34%,CA,RENT,5000,745-749,6,3337,1,< 1 year
0,1,14000,745,60,debt_consolidation,10.40%,NJ,MORTGAGE,11333.33,745-749,6,27477,0,4 years
0,1,29000,745,60,debt_consolidation,3.90%,NH,MORTGAGE,15000,745-749,12,55964,0,10+ years
0,1,35000,745,60,small_business,8.07%,CA,MORTGAGE,7500,745-749,6,5660,0,3 years
0,1,5000,745,60,home_improvement,11.23%,CA,MORTGAGE,5200,745-749,6,1941,1,5 years
0,1,9250,745,36,debt_consolidation,16.28%,OH,MORTGAGE,5416.67,745-749,14,10111,6,6 years
0,1,15000,745,36,car,20.73%,NY,RENT,5416.67,745-749,14,9756,0,1 year
1,1,20000,750,36,home_improvement,1.49%,MI,MORTGAGE,3500,750-754,6,1954,5,2 years
1,1,30000,750,60,debt_consolidation,10.97%,MA,MORTGAGE,5833.33,750-754,8,10787,0,10+ years
1,1,15000,750,60,debt_consolidation,2.67%,NY,RENT,7236.67,750-754,3,3335,0,2 years
1,1,18000,750,60,debt_consolidation,17%,CT,RENT,7083.33,750-754,8,2234,2,6 years
1,1,4000,750,36,debt_consolidation,2.95%,KS,MORTGAGE,2916.67,750-754,2,2476,0,10+ years
1,1,20800,750,36,credit_card,16.94%,TX,MORTGAGE,5833.33,750-754,11,14337,0,10+ years
1,1,31825,750,60,major_purchase,4.37%,CA,MORTGAGE,6666.67,750-754,4,10864,0,4 years
0,1,8800,750,60,credit_card,21.59%,IL,RENT,3750,750-754,11,18694,1,2 years
0,1,6000,750,36,home_improvement,2.52%,NJ,MORTGAGE,4800,750-754,4,1442,0,10+ years
0,1,7000,750,36,major_purchase,8.03%,NM,MORTGAGE,10000,750-754,9,6761,1,6 years
0,1,7200,750,60,major_purchase,17.97%,PA,RENT,3000,750-754,7,2753,1,2 years
0,1,7000,750,36,credit_card,6.36%,AZ,MORTGAGE,7583.33,750-754,9,21135,0,10+ years
0,1,12000,750,36,credit_card,18.99%,TX,RENT,4750,750-754,13,25577,1,4 years
0,1,9600,750,36,home_improvement,7.52%,AL,MORTGAGE,6250,750-754,7,765,0,< 1 year
0,1,5000,750,36,other,14.40%,OH,RENT,5166.67,750-754,8,15489,1,10+ years
0,1,13250,750,36,debt_consolidation,28.64%,IL,MORTGAGE,5750,750-754,12,7174,3,8 years
0,1,8400,750,36,credit_card,8.70%,TX,OWN,3000,750-754,6,6215,0,2 years
0,1,4000,750,36,car,13.03%,CA,RENT,2916.67,750-754,7,2860,0,5 years
0,1,17600,750,36,debt_consolidation,16.58%,CO,MORTGAGE,4166.67,750-754,8,235,1,8 years
0,1,5000,750,36,debt_consolidation,28.77%,OH,RENT,3166.67,750-754,3,0,1,n/a
0,1,5600,750,36,wedding,7.23%,NC,MORTGAGE,5833.33,750-754,8,8125,1,2 years
0,1,4225,750,36,small_business,14.52%,NY,MORTGAGE,2583.33,750-754,17,3907,0,4 years
0,1,6000,750,36,credit_card,5.65%,AL,MORTGAGE,7083.33,750-754,15,5747,0,4 years
0,1,1700,750,36,car,5.20%,VA,RENT,2250,750-754,4,4527,0,5 years
0,1,7200,750,60,debt_consolidation,25.16%,LA,MORTGAGE,3750,750-754,13,7283,0,6 years
0,1,20000,750,36,wedding,11.35%,NY,RENT,7083.33,750-754,14,18196,0,3 years
0,1,9000,750,36,debt_consolidation,12.23%,VA,MORTGAGE,5000,750-754,13,5224,0,7 years
0,1,5500,750,36,credit_card,19.86%,MO,MORTGAGE,3916.67,750-754,15,10254,1,< 1 year
0,1,10000,750,36,other,6.25%,FL,MORTGAGE,6666.67,750-754,10,3248,0,< 1 year
0,1,17000,750,60,car,17.91%,MD,MORTGAGE,8500,750-754,9,10324,3,5 years
0,1,14000,750,36,debt_consolidation,16.84%,MD,RENT,4583.33,750-754,4,25,0,2 years
0,1,7500,750,36,other,4.86%,FL,RENT,5000,750-754,10,8575,1,8 years
0,1,20000,750,36,debt_consolidation,8.38%,CO,MORTGAGE,15000,750-754,11,14621,2,1 year
0,1,8500,750,36,car,7.24%,CA,OWN,6300,750-754,13,9769,1,5 years
